cuenta,shortCode,fecha,url,views,likes,comentarios,duracion_seg,caption,compartidas,transcript
robthebank,DYZ0CqfsujT,2026-05-16,https://www.instagram.com/p/DYZ0CqfsujT/,359,22,0,37.066,"Wealth solves problems, but it doesn’t automatically create peace.

A lot of people become obsessed with getting rich without ever asking who they’ll be once they finally get there.

Because when the struggle disappears, you’re left alone with yourself, your habits, and your sense of meaning.

The r",0,"Money, money, money, is that what this is all about?
The real question is, what are you actually
planning to do with the money?
Make more money?
Cool.
Getting rich is easy.
Any fool can get rich, and many fools do.
I've noticed that.
But being rich, that's something else entirely.
When a man becomes wealthy, he doesn't suddenly get peace.
He gets the problem of freedom.
Now he has to decide what to do with his time
without the structure his old struggle gave him.
Most people aren't ready for that.
They get the money and find themselves emptier than before
because the chase was the only thing they knew how to do.
The real game isn't getting rich.
It's becoming the kind of man who doesn't get destroyed
by the silence on the other side of money.
Your fortress isn't the bank account.
It's the version of you who walks in the room
with nothing to prove and nothing to fear.
That's the level money's supposed to get you.
Anything before that is just collecting numbers."
robthebank,DYXvldAOkuC,2026-05-15,https://www.instagram.com/p/DYXvldAOkuC/,611,28,0,43.918,"Reality is not experienced the same way by every observer.

What you notice, focus on, and identify with changes the world you perceive around you.

Your attention acts like a filter, shaping which version of reality becomes emotionally real to you.

The version of you that enters the room changes w",0,"You think your room upstairs still exists
when you're downstairs?
Nope, it only pops up as a frame in your observation
out of many possibilities,
giving you the illusion that it's always been there.
You might ask, but if it's not there,
why can someone else see it?
That's quantum Darwinism.
The shared agreed upon outcomes of observation.
It makes reality look objective.
It makes you believe the world is fixed
and running in the background
while you're not paying attention.
Even putting a camera up there
to prove the room still exists isn't evidence.
The footage is just another frame
popping up in your observation,
same as the room.
Reality isn't running in the background.
It's not waiting for you to walk back in.
Being rendered, frame by frame,
around the version of you still doing the observing.
The version of you that walks back in
is the version that determines what's there.
Quantum Mechanics has been telling us this
for hundreds of years.
We've been calling it spooky.
They told us the world is fixed and we have to navigate it.
Truth is, the world is fluid and you have to assume it."
robthebank,DYX89pVulEM,2026-05-15,https://www.instagram.com/p/DYX89pVulEM/,2385,65,1,50.717,"The only mistake I truly think I made was that I told the judge to go to hell.

Nick Yarris spent 22 years locked in the most brutal prison in America for a crime he did not commit. The system was designed to erase him.

He turned inward instead. He decided the person he entered as, a liar, a coward",0,"The only mistake I truly think I've ever made was I told the judge to go to hell when he sentenced me to death.
That's Nick Yarra's talking on Joe Rogan.
22 years old on death row, exonerated. He's finally free.
Now why was telling the judge off a huge mistake?
Because that judge sent Nick to Huntington, the hardest prison in America at the time.
That place was built to break people for sport.
Two years there, he couldn't speak in his cell.
If he got speaking, they'd beat him, inject him with Thorazine, and knock him out for a week.
But he realized he was in a race, not against the prison, against the version of himself he walked in as.
His exact words,
The person I was upon entering prison was a deceitful lion cowered with no fortitude because no self-respect resided within me.
So he killed that person on purpose.
He started loving himself.
He decided that if they were going to execute him anyway, he'd walk that walk speaking beautifully because you don't need death row to do that math.
You should see, most people are still surviving the version of themselves they need to bury to start actually living."
robthebank,DYXzfwfhMZ1,2026-05-16,https://www.instagram.com/p/DYXzfwfhMZ1/,18832,3137,37,54.888,"Stress is not a mindset problem. It is a frequency problem.

Your brain runs on five distinct waves. Most people never leave the one the body uses to outrun predators. That wave blocks healing, blocks clarity, and blocks wealth.

The gap between alpha and theta is where flow lives. Athletes, artists",0,"Your brain has five frequencies.
Gamma, beta, alpha, theta, and delta.
Most adults walk through life stuck on beta.
Beta is the stress wave.
Beta is the survival wave.
This is the one running 13 tabs all on the same screen
with no idea where you're going.
The data on this is brutal.
Most people in beta don't manifest,
they don't heal, they don't think clearly,
and they don't sleep.
They're broadcasting on the wave
the body uses to escape a bear.
Now here's what nobody tells you.
The wave between alpha and theta is where wealth lives.
Where vivid imagination lives.
It's where the version of you that already one lives.
Every documented case of an athlete in flow,
a CEO making a billion dollar call,
all of that lands inside the alpha theta gap,
and it's not a personality trait, it's a real frequency.
Most people will never spend a single waking minute
of their life in the wealth wave.
It's not because they can,
it's because nobody told them it was a setting.
Meditation can get you there,
long walks can get you there,
the right music, the right breath,
the right silence, it all delivers you.
Stop trying to think your way to abundance
from the survival channel.
Change the channel."
robthebank,DYVOpOlBreK,2026-05-14,https://www.instagram.com/p/DYVOpOlBreK/,26688,4365,24,39.239,"Most adults figure this out at forty. Their kids never had to wait that long.

Wealthy families do not just teach kids to earn. They build a system around earning, one that covers generosity, freedom, and growth all at once.

Three jars. Three lessons. One turns money into purpose, one builds confid",0,"Here's how the wealthiest families raise their kids
and why you should do the same.
Five years old, give your kid a job, simple stuff.
Clean the room, take out the trash,
fold the laundry, whatever.
Pay him $5 a week.
A lot of parents do that,
but here's where most parents get it wrong.
They stop there.
I want you to divide that $5 into three jars.
Jar one, the giving jar.
At the end of every month,
your kid hands that money to someone in need
with their own hands.
That teaches them wealth has a purpose beyond self.
Jar two, the spending jar.
$2 a week.
End of the month, they buy whatever they want.
That teaches freedom and autonomy.
Jar three, the investing jar.
$2 a week and you match it with one of your own.
Now their two becomes three.
They learn the most powerful money lesson
any human will ever learn.
By age 10, they don't just know how to earn,
they know how to give, enjoy, and multiply."
robthebank,DYZ81SqBG6q,2026-05-16,https://www.instagram.com/p/DYZ81SqBG6q/,14703,1346,4,19.719,"Interest is easy to love, principal is where most people quit.

Stage one is electric, stage two is where the cute things get loud and love stops feeling like free money.

Most people leave there and call it “falling out of love” when really they just were not built for the version that asks for eff",0,"Every relationship has three stages.
Stage one, everything is electric.
Our flaws look like personality.
You feel chosen.
Stage two arrives without warning.
Most people leave here.
They convince themselves they fell out of love.
The things that were cute become loud.
Effort starts feeling like mad.
They just enjoyed the honeymoon
and ran when love wanted something back.
Stage three is a romance.
It's a recurring promise.
The only kind of love that survives a real life."
robthebank,DYXX96bh3ch,2026-05-15,https://www.instagram.com/p/DYXX96bh3ch/,35351,4992,35,30.349,"Two broken people in the same room is not a coincidence.

She stopped expecting to be chosen. He stopped expecting to be enough. They both got so good at leaving before they could be left.

Then someone stayed. Not because it was easy, but because it was right. That scared them more than being alone",0,"When the boy who's never been appreciated
meets the girl who's never been treated right,
something happens in the room.
They look at each other longer
than two strangers should be allowed to.
He sees her exhaustion, she sees his armor,
and neither one looks away.
She's afraid she'll fall too fast.
He's afraid he's too much,
so they sit there pretending not to know each other's answer.
But listen, love doesn't show up clean.
It shows up in two people who learn to flinch
before they learn to be held.
At first, they fight it.
Push, pull, walk away, come back.
But eventually, they put the weapons down.
They teach each other something
that nobody else has told them.
That being loved correctly doesn't feel like winning.
It feels like exhaling."
robthebank,DYXT-y_stMa,2026-05-15,https://www.instagram.com/p/DYXT-y_stMa/,1387,120,0,21.85,"People who betray you often avoid you afterward.

Not because you meant nothing, but because you remind them of what they did.

Instead of facing the guilt, they rewrite the story to protect their ego.

That’s why their distance says more about their shame than your value.",0,"A person who has betrayed you is going to be avoiding you at all costs because you are
a reminder of their own worthlessness.
That's why they don't reach out.
That's why they talk shit to people you've never met.
They have to because the alternative is sitting alone with the versions of themselves that
did what they did.
So they invent a story where you were the problem.
The day they betrayed you, they made the most expensive trade of their life.
They traded their self-respect for whatever cheap thing they wanted in the moment and
now they have to spend the rest of their life avoiding the receipt."
robthebank,DYR9N5oMXnP,2026-05-13,https://www.instagram.com/p/DYR9N5oMXnP/,183211,27757,40,25.589,"When you’re with a grounded man, the relationship feels steady instead of chaotic.

He has priorities outside of you, but he communicates clearly and does what he says he’s going to do.

He doesn’t disappear, play games, or constantly seek validation when things get emotional. He stays centered in w",0,"When you're with a real man, this is what happens.
Number one, he isn't always available for you
because he has priorities.
Number two, when he's busy, he tells you he's busy.
He doesn't disappear, he doesn't ghost.
Number three, he doesn't argue the same thing twice.
Number four, he doesn't chase you when you pull away,
but he also doesn't go cold.
He continues being himself with you or without you.
Number five, and this is the one nobody talks about enough.
He doesn't need to impress you.
He's not pulling out the whole show on day one.
Most of him is for him.
If he never quite needs you,
that's the only kind of love that actually lasts."
robthebank,DYSOXhLhIPw,2026-05-14,https://www.instagram.com/p/DYSOXhLhIPw/,20404,2131,24,19.087,"Your environment is doing more to your mood than your mindset ever could.

Some places carry a frequency built over decades. Ibiza is one of them. Sun, anonymity, and sound that has been shaping the culture there for generations.

No amount of journaling rewires you the way the right place does. Rel",0,"Researchers claim that happiness increases by 110% within an hour of arriving to Ibiza.
You see, this is a real frequency thing.
You can't think your way out of misery, you have to relocate.
How can you lose with 18 hours of suns, strangers who don't know your last name, and music
that's been programming this island for 40 years?
That's what your therapist would have wrote if she had the legal authority."
robthebank,DYQZ-V8ss7w,2026-05-12,https://www.instagram.com/p/DYQZ-V8ss7w/,133387,21048,371,25.937,"The music you’re drawn to usually reflects something happening deeper inside you.

If you really read the lyrics of your favorite songs, you’ll often realize they connect to a feeling, identity, or emotional state you haven’t fully put into words yet.

That’s why people replay certain songs obsessiv",0,"The music you listen to is actually a direct correlation to what you subconsciously think
about yourself or what you feel at the time.
Think about your favorite song right now, then go back and look at the lyrics.
I guarantee, the more you read those lyrics, the more you'll start to understand why you
like that song.
The song is speaking to something deeper that you don't have words for yet, the part of
you that's still figuring itself out.
That's why I take music so seriously, it's not entertainment, it is diagnostic.
The playlist you listen to on your way home is more honest than your therapist about what's
actually happening in your head."
robthebank,DYQUAN3sA0n,2026-05-12,https://www.instagram.com/p/DYQUAN3sA0n/,1744,169,2,37.941,"Not all humans live at the same level of consciousness.

Some people move through life on autopilot. Routine, distraction, repetition. Others eventually start questioning the patterns.

As awareness deepens, the focus shifts inward.  And the final shift is realizing nothing outside of you was ever g",0,"What if I told you that not all humans live at the same level of consciousness?
There are seven levels that most people never make it past the first.
Level one, you live inside the system.
Work, consume, repeat, you don't question it, you play the game.
Level two, something starts to feel off.
The news, the routine, the noise, it doesn't sit right anymore, but you can't explain why.
Level three, you start questioning everything.
Politics, religion, even science.
Level four, you see their manipulation.
You realize the system has been shaping your mind through music, food, distractions, and fear.
Level five, you stop blaming everything outside of you, you turn inwards.
You realize your thoughts, your emotions, your patterns have been creating a reality this entire time.
Level six, you become intentional.
You master your energy.
You shape your life through what you focus on, what you believe, and what you allow to stay in your mind.
Level seven, gratitude.
You realize nothing outside of you is ever going to save you.
That power was always within."
robthebank,DYTHFNwItNh,2026-05-14,https://www.instagram.com/p/DYTHFNwItNh/,287,26,0,50.091,"Asking for the right thing is harder than it looks.

Solomon stood before God with a blank check. He had every reason to grab power, wealth, or security.

That choice revealed something most men miss. The season ahead of you is bigger than your current self.

Match your inner capacity to your outer ",0,"Solomon learned what every person eventually faces.
God doesn't always give you what you want.
He gives you a test.
When God appeared and said ask for whatever you want, Solomon could have asked for anything.
The richest man's life, the longest reign, the biggest army, what he asked for wisdom.
Not because he was humble, it was because he was sober.
He understood the throne his father David built was bigger than him and he refused to
walk into it pretending he was already enough.
That's the move here.
Most men either underestimate the season they're walking into and get crushed by it or they
overstimulate themselves and embarrass the calling.
Solomon didn't either.
He asked for the inner equipment to handle the outer assignment.
Then came the test that proved him.
Two mothers stood in front of him claiming the same baby.
No witnesses, no DNA, just two women's words.
Solomon didn't try to be the smartest guy in the room.
He just exposed the truth from a different angle.
The real mother surfaces the moment you stop trying to convict and start trying to reveal.
That's wisdom in motion.
God's tests are not punishment.
They are rehearsals for the rooms he's about to put you in.
Pass the test before you ask for the prize."
robthebank,DYQFExpBfeM,2026-05-12,https://www.instagram.com/p/DYQFExpBfeM/,45319,5634,29,19,"The way you fight reveals who you actually are.

When someone shares something fragile with you, that moment becomes a test you do not know you are taking. Most people fail it before they understand what was even at stake.

Using someone’s vulnerability against them means you chose winning over inte",0,"In case your parents never told you this, no matter how angry you are at someone, you
should never attack them with personal information that they trusted you with.
Most people learn this the hard way after they've already burned the bridge.
You're 22 years old, your girl pillow talks something fragile to you, and the first time
it gets bad, you weaponize it.
Every secret somebody trusts you with is a deposit in a bank that holds your character.
Spend it once, and you don't get it back."
robthebank,DYSRHGAskCG,2026-05-13,https://www.instagram.com/p/DYSRHGAskCG/,1502,167,1,32.485,"Do not speak negatively about yourself, even as a joke.

Your mind is always listening, and the words you repeat about yourself slowly become part of your identity.

If you keep calling yourself broke, unattractive, lazy, or incapable, eventually your subconscious stops hearing it as humor and start",0,"Do not speak negatively about yourself.
Even as a joke, your body does not know the difference.
Words are energy, they cast spells,
that's why they call it spelling.
Every sentence you speak is either programming you up
or programming you down, there is no neutral.
Think about every word out of your mouth
as a deposit or a withdrawal, and your body is the bank.
Your subconscious is recording everything you say
about yourself to the same weight
it records what your worst enemy would say.
If you joke about being broke, slow, ugly,
your body files it as truth and starts building towards it.
Stop calling yourself things you don't wanna become.
Speak about yourself the way you speak about somebody
you're trying to make fall in love with you,
because what you say with your mouth,
you summon with your life."
robthebank,DYScNZsBpRs,2026-05-13,https://www.instagram.com/p/DYScNZsBpRs/,11589,334,4,26.657,Uncs sharing an unc moment 🫂 @chrisheynjr,0,"Come on, let's do this!
For me?
Happy New Year!
Happy New Year!
Happy New Year!
Seriously, like, I'm a huge fan!
Like, huge fan!
I love it!
Happy New Year!
Happy New Year!"
robthebank,DYSOIK2uxsS,2026-05-13,https://www.instagram.com/p/DYSOIK2uxsS/,21275,616,28,10.982,Let’s go @gera.akate,0,favorite songs
robthebank,DYP3TWJB4GW,2026-05-12,https://www.instagram.com/p/DYP3TWJB4GW/,43090,2174,20,12.283,@shelby.sapp let’s do it,0,"That rich bitch song, I get Shelby Sapp and her pink Rolls Royce.
Shelby Sapp, she's the sales girl?
Yeah.
Yeah.
She's like around, she's alone.
But you get her in the pink Rolls Royce, talking about her rich bitch?
Buddy."
robthebank,DYPx8xPu6Ez,2026-05-12,https://www.instagram.com/p/DYPx8xPu6Ez/,570,38,0,26.889,"When you’re with a solid man, you notice the difference fast.

He has priorities, but he communicates clearly. No disappearing acts, no mixed signals, no pretending confusion is attractive.

He handles problems directly instead of turning the relationship into constant emotional turbulence.

And mos",0,"When you're with a real man, this is what happened.
Number one, he isn't always available for you
because he has priority.
Number two, when he's busy, he tells you he's busy.
He doesn't disappear, he doesn't ghost.
He says, I'll text you at seven,
and then he texts you at seven.
Number three, he doesn't argue the same thing twice.
The first time he hears you out,
the second time he answers, and the third time he's done.
He's learned how to protect his peace.
He's learned how to protect his peace,
and peace is what you came here for in the first place.
Number four, he doesn't chase you when you pull away,
but he also doesn't go cold.
He continues being himself, with you or without you."
robthebank,DYNgVhth8xO,2026-05-11,https://www.instagram.com/p/DYNgVhth8xO/,50361,5142,129,32.252,"Goodnight is not optional when you are dating a Latina.

Do not disappear before bed, do not let three days pass without calling her beautiful, and absolutely compliment her mother like your peace depends on it.

Trying Spanish is cute, pretending you know it is suicidal. And if she says “papi” whil",0,"Things to not do when dating a Latina.
Number one, do not go to sleep without saying goodnight.
I learned this in a hotel hallway in Medellin.
Number two, and this is universal,
but it's love the land for the Latinas.
Do not let three days go by
without telling her she looks beautiful.
To her, this is not a compliment.
It is a literal contract.
The day you forget is the day she starts your list.
The exact words here are your mother is so welcoming
or your mother has such a beautiful home.
She will repeat it to her mother.
Her mother will repeat it to the abuela.
The abuela will repeat it to the ghost of the abuela.
Number four, do not pretend to know Spanish.
She'll catch you in 12 seconds.
The trying, that's cute.
Pretending, divorce."
robthebank,DYNmaW7OYB7,2026-05-11,https://www.instagram.com/p/DYNmaW7OYB7/,1069,22,0,29.35,"There’s something about a girls’ trip to Miami.

The city has somehow become symbolic for chaos, temptation, and “we’ll talk when I get back.”

Meanwhile a guys’ trip usually just ends with somebody losing money, sleep, or their dignity at a casino.

It’s not even the same genre of danger.",0,"What is the male equivalent of a girl's trip to Miami?
Honestly, there isn't one.
I've thought about this.
I've been on guy's trips.
I've been to Vegas with my bros in college.
I've been to PV with the boys.
None of it strikes the same fear as Miami.
Everyone knows the girl's trip to Miami.
Dinner at Carbone, club at Live.
Somehow a man with a yacht is involved by Saturday.
There's six photos in lingerie that nobody will tag anybody in,
and then there's also an Uber to a hotel that nobody booked.
The girlfriend left at home is on FaceTime
with a forensic psychologist by hour 14.
When you think about like a guy's trip to Vegas,
the biggest fear is like debt and a felony."
robthebank,DYQCV7YuWQW,2026-05-12,https://www.instagram.com/p/DYQCV7YuWQW/,1788,138,0,34.946,"The most valuable woman is usually the one who doesn’t need your wallet.

She already built her own life, so she’s not impressed by surface-level flexing or controlled by finances.

What she’s looking for is harder to fake: loyalty, emotional stability, depth, consistency, and real presence.

A woma",0,"The most expensive type of woman is the one who's not going to ask you for money.
She's not going to ask you to pay her bills, she's not going to ask you to fund her lifestyle,
she does her own nails, own hair, and has her own life.
Because she can do everything alone, she's not impressed by money and not controlled
by finances.
A woman like that is searching for something far more expensive than what's in your account.
She wants loyalty and respect.
She wants someone who matches her energy, sees her eye to eye and stands on the same level
she built alone.
What she values most is emotional stability.
She's not searching for someone to provide, she's looking for a man with strength, awareness
and depth.
A woman like this isn't expensive in financial terms.
She's expensive in essence.
She requires character, vision, standards and presence.
If you can't pay that price, you can't keep her."
robthebank,DYPpmbSBwOv,2026-05-12,https://www.instagram.com/p/DYPpmbSBwOv/,140898,14715,262,38.955,"The accusation reveals more about the accuser than it ever will about you.

Weak men define themselves by exclusion. They need a list of things they are not, because they have nothing solid they actually are.

History’s most powerful figures dressed however they pleased and dared the room to flinch.",0,"As a man, the best compliment you can ever get
is a gay allegation.
It means somebody saw something in you
that made them uncomfortable.
All they could do is reach for the only word
in their vocabulary that they had to soften the threat,
or to reduce the tension a little bit,
if you know what I mean.
Insecure men don't measure their masculinity
by what they are.
They measure it by who they are not.
Every accusation is a confession.
Look at the men who actually built the world.
Caesar War eyeliner, the king's war silt,
young thug frequently sports dresses.
The most powerful men in history were the ones
secure enough to look however they wanted
and dare for you to misread it.
Trust me, not many people are checking young thugs
on what he's wearing.
Real masculinity doesn't audit itself
for the comfort of weak men.
It walks past the accusations without even hearing them."
robthebank,DYNSmzPB4dI,2026-05-11,https://www.instagram.com/p/DYNSmzPB4dI/,55492,1530,3,29.733,"Style is more fun when it stops trying to look correct.

Marni feels like that, oversized pants, weird proportions, flower prints, pieces that should not work and somehow absolutely do.

That is the magic. The best clothes do not just fit your body, they change your energy and make getting dressed f",0,"Yeah, I think all we should ever wear is morning. Yeah, actually it's so fun
You have these their flowers. Yeah, I have the green and white one. They're too big. So if you want, we'll try it
We'll try it. I'll just send you a photo. It might be too"
robthebank,DYNXWhVOWzk,2026-05-11,https://www.instagram.com/p/DYNXWhVOWzk/,9363,928,1,24.637,"Be careful how you speak about yourself, even jokingly.

Your mind listens to repetition, especially when it comes from you.

The words you attach to your identity slowly shape how you think, act, and carry yourself.

Stop speaking like your own enemy and start speaking like someone building a bette",0,"Do not speak negatively about yourself.
Even as a joke, your body does not know the difference.
Words are energy.
They cast spells.
That's why they call it spelling.
Think about every word out of your mouth
as a deposit or a withdrawal.
And your body is the bank.
Your subconscious is recording everything
you say about yourself with the same weight
it records what your worst enemy would say.
Stop calling yourself things you don't wanna become.
Speak about yourself the way you speak about somebody
you're trying to make fall in love with you.
Because what you say with your mouth,
you've summoned with your life."
robthebank,DYOBlr9okEn,2026-05-12,https://www.instagram.com/p/DYOBlr9okEn/,570,45,1,46.588,"Solomon could have asked for anything.

Instead of asking for money, power, or status, he asked for wisdom, the thing that produces all of them.

Most people beg for outcomes while ignoring the source.

Stop chasing the harvest. Build the roots that grow it.",0,"There's a story in the Bible where Solomon goes into a dream state and God comes to him
in this state and he says, anything you want, I will give you.
God walked into your dream tonight and said, name it, what would you ask for?
Most people would ask for the cash, the house, the deal, the promotion.
Solomon didn't.
Solomon asked for an operating system that produces all of those things on autopilot.
He asked for wisdom.
And here's what nobody tells you.
God didn't just give him wisdom, God gave him everything, wealth, kingdoms, influence,
because once you have wisdom, every other resource starts arriving as a side effect.
The thing you keep asking for is downstream of the discipline you haven't asked for yet.
You want money?
Money is downstream of decisions.
Decisions are downstream of clarity.
Clarity is downstream from wisdom.
Most people pray for the harvest while refusing to ask for the seed.
God will show himself to you tonight.
Ask for the eyes.
Watch what shows up to be seen."
